"w3name","w3edition","w3proddate","idno","cntry","age","agegroup35","w3pspwght","w3weight","w3mode","essround","w3gq2","w3gq3","w3gq4","w3gq5","w3gq6","w3gq7","w3gq8","w3gq9","w3gq10","w3gq11","w3gq12_1","w3gq12_2","w3gq12_3","w3gq12_4","w3gq12_5","w3gq12_6","w3gq12_7","w3gq13_1","w3gq13_2","w3gq13_3","w3gq13_4","w3gq13_5","w3gq13_6","w3gq13_7","w3gq14_1","w3gq14_2","w3gq14_3","w3gq14_4","w3gq14_5","w3gq14_6","w3gq14_7","w3gq14_8","w3gq15","w3gq16","w3gq17","w3gq18_1","w3gq18_2","w3gq18_3","w3gq18_4","w3gq18_5","w3gq18_6","w3gq19","w3eq20","w3eq21","w3eq22","w3eq23","w3eq24","w3eq25","w3eq26","w3eq27","w3eq28","w3eq29","w3eq30","w3eq31","w3eq32","w3eq33","w3eq34","w3eq35","w3eq36","w3eq37","w3sq61","w3sq62","w3sq63","w3sq64","w3sq65","w3sq66","w3sq67","w3sq68","w3sq69a","w3sq69b","w3sq70","w3sq71","w3sq74","w3sq75","w3sq76","w3sq78","w3sq80","w3hq57","w3hq58","w3hq59_1","w3hq59_2","w3hq59_3","w3hq59_4","w3hq59_5","w3hq59_6","w3hq59_7","w3hq59_8","w3hq59_9","w3hq59_10","w3hq59_11","w3hq59_12","w3hq59_13","w3hq60","w3hq72","w3hq73","w3hq77","w3hq79_1","w3hq79_2","w3hq79_3","w3hq79_4","w3hq79_5","w3hq79_6","w3hq79_7","w3hq79_8","w3hq81","w3hq82","w3hq83","w3hq84","w3hq85","w3hq86","w3hq87","w3hq88","w3hq89","w3dq38","w3dq39","w3dq40","w3dq41","w3dq42","w3dq43","w3dq44","w3dq45","w3dq46","w3dq47","w3dq48","w3dq49","w3dq50","w3dq51","w3dq52a","w3dq52b","w3dq53","w3dq54","w3dq55","w3dq56","w3xq1","w3survlng","w3inwds","w3ginws","w3ginwe","w3einwe","w3dinwe","w3shinwe","w3inwde","w3gdur","w3edur","w3ddur","w3shdur","w3intdur","w3surveycomp","w3lastansw","w3uagent","w3device","gndr","eduyrs","eisced","netusoft","mnactic","hincfel","hinctnta","region","ctzcntr","vote","mode","yrbrn"
"CRON3W3e01_1","1.1","06.11.2025",23913,"AT",64,2,0.45102897,0.47612992,1,10,1,1,1,1,5,9,3,3,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,10,6,3,1,0,0,0,0,0,9,2,1,1,1,3,3,3,2,2,2,2,2,3,3,3,3,1,2,1,1,4,5,1,3,6,4,1,2,4,8,9,66,9,6,6,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,2,9,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,3,9,6,7,7,7,7,0,0,9,8,1,2,2,9,9,1,1,1,1,7,"GER",2025-01-16 09:55:11,2025-01-16 09:56:16,2025-01-16 10:03:03,2025-01-16 10:07:52,2025-01-16 10:14:16,2025-01-16 10:20:13,2025-01-16 10:20:24,408,289,384,357,1438,96.07843,"w3sq78","Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G920F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",1,2,12,3,5,6,2,4,"AT31",1,1,4,1960
"CRON3W3e01_1","1.1","06.11.2025",23957,"AT",27,1,0.46398965,0.4898119,1,10,1,2,2,2,4,2,3,2,3,5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,10,4,7,1,1,1,1,0,0,10,1,1,1,1,5,5,5,1,1,1,1,1,3,3,3,3,1,1,1,2,3,9,4,3,6,2,1,1,3,6,2,5,1,66,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,66,1,0,0,1,0,0,0,0,0,3,5,2,5,5,3,1,9,3,7,8,8,8,6,2,2,8,1,1,3,2,2,2,1,2,2,2,2,2,8,"GER",2025-01-22 16:56:25,2025-02-05 19:41:12,2025-02-05 19:43:17,2025-02-05 19:45:05,2025-02-05 19:46:10,2025-02-05 19:48:59,2025-02-05 19:49:05,125,108,65,170,467,100,"w3hq89","Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.1.1 Mobile/15E148 Safari/604.1",1,2,12,4,5,2,1,9,"AT31",1,1,3,1997
"CRON3W3e01_1","1.1","06.11.2025",24142,"AT",70,2,0.2789059,0.29442772,1,10,1,1,1,2,5,5,5,2,2,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,10,5,5,0,0,0,0,1,0,0,1,1,2,2,2,2,2,5,5,5,5,5,2,2,3,1,4,2,2,3,3,10,2,2,1,3,1,1,1,8,2,99,9,66,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,9,66,1,0,0,0,0,0,1,0,0,3,3,2,5,5,5,1,10,2,8,2,0,5,4,7,7,0,0,2,2,1,2,4,1,2,2,1,1,1,8,"GER",2025-01-17 18:22:28,2025-01-17 18:23:05,2025-01-17 18:27:07,2025-01-17 18:31:41,2025-01-17 18:35:44,2025-01-17 18:43:03,2025-01-17 18:43:15,241,274,243,440,1198,100,"w3hq89","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36",2,2,13,5,5,6,1,6,"AT31",1,1,3,1954
"CRON3W3e01_1","1.1","06.11.2025",24173,"AT",53,2,1.4586341,1.539811,1,10,1,2,1,2,5,5,4,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,8,5,8,0,0,0,0,1,0,10,1,2,1,2,3,2,3,4,4,3,9,4,1,2,2,2,2,2,2,1,4,7,4,3,1,4,1,1,4,8,3,66,1,66,4,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3,2,66,1,0,0,0,0,0,1,0,0,1,4,2,5,4,4,1,11,1,2,3,0,2,8,66,66,66,66,10,9,1,3,1,1,2,1,1,1,2,8,"GER",2025-01-15 15:45:34,2025-01-15 15:45:51,2025-01-15 15:49:41,2025-01-15 15:52:42,2025-01-15 15:55:25,2025-01-15 16:01:20,2025-01-15 16:01:31,230,181,163,356,929,98.039215,"w3hq89","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",2,1,15,7,5,1,1,6,"AT32",1,1,3,1971
"CRON3W3e01_1","1.1","06.11.2025",24200,"AT",40,2,0.55940986,0.59054244,1,10,1,1,1,2,4,5,4,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,8,5,6,0,0,0,0,1,0,8,1,1,1,2,2,3,2,3,2,1,1,2,3,3,3,3,2,2,1,2,2,7,4,3,1,4,1,1,5,4,3,66,2,66,4,3,3,0,0,0,0,1,1,1,1,1,0,0,0,0,2,1,10,1,0,0,0,0,0,1,0,0,1,4,3,5,2,2,2,7,3,2,9,9,9,6,6,3,2,2,10,7,2,3,2,1,3,2,2,1,2,6,"GER",2025-01-22 16:39:23,2025-01-22 16:39:54,2025-01-22 16:42:40,2025-01-22 16:44:38,2025-01-22 16:46:24,2025-01-22 16:51:13,2025-01-22 16:51:20,166,118,106,289,679,100,"w3hq89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36",1,2,13,5,5,1,2,8,"AT12",1,1,3,1984
"CRON3W3e01_1","1.1","06.11.2025",24310,"AT",48,2,0.40104404,0.42336315,1,10,1,1,1,3,5,5,5,1,4,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,10,4,4,1,0,0,0,0,0,10,1,1,1,2,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,3,4,5,4,2,1,4,1,1,5,4,3,66,1,66,4,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,1,2,66,1,0,0,0,0,0,1,0,0,2,5,3,4,5,2,3,10,2,5,8,8,6,4,6,3,0,0,8,8,1,3,2,1,2,1,1,1,2,10,"GER",2025-01-15 18:36:54,2025-01-15 18:37:16,2025-01-15 18:40:29,2025-01-15 18:43:17,2025-01-15 18:45:43,2025-01-15 18:55:32,2025-01-15 18:55:39,193,168,146,588,1095,100,"w3hq89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/27.0 Chrome/125.0.0.0 Mobile Safari/537.36",1,2,16,5,5,1,1,8,"AT21",1,1,3,1976
"CRON3W3e01_1","1.1","06.11.2025",24418,"AT",60,2,2.980692,3.146575,1,10,1,1,1,1,5,5,5,4,1,2,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,10,6,5,0,0,0,0,1,0,5,2,2,2,2,3,3,3,3,3,3,3,3,2,3,2,2,3,3,2,1,4,5,4,2,1,2,1,1,4,8,3,66,4,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,5,5,5,5,7,7,6,0,0,3,0,1,3,1,1,1,1,1,1,1,5,"GER",2025-01-15 19:32:07,2025-01-15 19:32:57,2025-01-15 19:37:20,2025-01-15 19:42:23,2025-01-15 19:46:19,2025-01-15 19:52:03,2025-01-15 19:52:19,263,303,236,344,1146,100,"w3sq78","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",2,1,12,3,5,9,4,1,"AT32",1,1,3,1964
"CRON3W3e01_1","1.1","06.11.2025",24467,"AT",33,1,1.3581485,1.4337329,1,10,1,1,1,1,5,2,1,5,0,5,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,10,4,8,0,0,0,0,1,0,6,1,1,1,2,2,2,3,3,2,1,1,2,3,3,3,3,1,1,1,1,4,7,4,3,1,3,1,2,5,1,2,5,2,66,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,66,1,0,1,0,0,0,0,0,0,1,3,2,3,5,4,2,10,1,6,7,6,7,7,5,5,3,0,7,6,1,2,2,1,3,1,2,1,1,9,"GER",2025-01-15 21:57:47,2025-01-15 21:57:58,2025-01-15 22:00:29,2025-01-15 22:02:28,2025-01-15 22:04:34,2025-01-15 22:09:28,2025-01-15 22:09:36,151,119,126,294,690,100,"w3hq89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",1,1,13,6,5,1,1,1,"AT13",2,3,3,1991
"CRON3W3e01_1","1.1","06.11.2025",24513,"AT",72,2,0.70545113,0.7447113,1,10,1,1,1,1,5,4,4,4,1,5,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,10,6,3,0,0,0,0,1,0,8,1,1,2,2,3,3,3,2,2,2,2,3,3,3,3,3,2,2,1,3,4,3,2,2,1,5,1,1,3,8,3,66,9,6,6,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,8,1,1,6,8,66,66,66,66,8,8,1,2,4,1,4,1,1,1,1,3,"GER",2025-01-16 11:02:12,2025-01-16 11:02:41,2025-01-16 11:05:16,2025-01-16 11:07:13,2025-01-16 11:08:54,2025-01-16 11:11:12,2025-01-16 11:11:20,156,117,100,138,511,100,"w3sq78","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0",2,1,19,7,5,6,1,8,"AT13",1,1,3,1952
"CRON3W3e01_1","1.1","06.11.2025",24620,"AT",83,2,0.28897056,0.30505252,1,10,1,1,1,1,5,4,3,2,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,0,0,0,1,0,10,1,1,2,2,3,3,3,5,5,3,3,4,2,2,2,4,4,4,2,3,4,8,2,3,1,4,1,1,4,8,3,66,4,6,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,0,0,0,0,8,66,66,66,66,8,8,1,2,3,1,1,1,1,1,1,9,"GER",2025-01-16 15:16:17,2025-01-16 15:16:50,2025-01-16 15:24:41,2025-01-16 15:29:05,2025-01-16 15:33:34,2025-01-16 15:42:52,2025-01-16 15:43:12,471,264,270,558,1562,100,"w3sq78","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",2,1,28,7,5,6,1,7,"AT22",1,1,3,1941
"CRON3W3e01_1","1.1","06.11.2025",24693,"AT",74,2,0.9337878,0.98575544,1,10,1,1,1,2,5,5,5,1,99,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,2,2,1,2,5,2,5,5,4,4,4,3,2,2,2,2,2,2,2,2,4,7,1,3,9,3,1,1,4,8,3,66,9,6,6,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,1,5,5,7,7,7,7,0,0,9,1,3,3,3,1,2,3,3,1,1,9,"GER",2025-01-30 09:00:10,2025-01-30 09:00:49,2025-01-30 09:05:33,2025-01-30 09:10:33,2025-01-30 09:16:26,2025-01-30 09:21:54,2025-01-30 09:22:03,283,301,352,328,1264,100,"w3sq78","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) EdgiOS/132.0.2957.122 Version/18.0 Mobile/15E148 Safari/604.1",1,1,13,5,5,6,2,8,"AT13",1,1,3,1950
"CRON3W3e01_1","1.1","06.11.2025",24788,"AT",84,2,0.6550679,0.6915241,1,10,1,2,1,1,5,4,5,2,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,4,10,0,0,0,0,1,0,7,2,1,2,2,2,3,2,3,3,2,2,3,3,3,3,2,5,2,1,3,4,8,3,3,4,5,1,1,4,9,3,66,9,6,6,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,3,3,0,4,6,6,2,0,0,9,2,2,4,3,1,3,1,1,1,2,8,"GER",2025-01-16 08:29:20,2025-01-17 10:30:38,2025-01-17 10:35:54,2025-01-17 10:41:09,2025-01-17 10:46:06,2025-01-17 10:51:46,2025-01-17 10:52:04,316,315,297,341,1268,100,"w3sq78","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",2,1,11,5,5,6,1,6,"AT12",1,1,3,1940
"CRON3W3e01_1","1.1","06.11.2025",24899,"AT",28,1,0.62537724,0.66018105,1,10,1,1,1,5,5,5,4,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,3,4,0,0,0,0,1,0,5,2,2,2,2,3,3,4,2,2,3,3,2,3,3,3,2,3,3,1,2,4,7,2,3,3,2,1,1,3,8,3,66,1,66,4,4,4,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,66,1,0,0,1,0,1,0,0,0,2,2,1,4,5,2,4,2,5,4,6,7,10,6,2,2,0,0,5,5,1,1,3,1,1,3,5,1,1,3,"GER",2025-01-16 19:37:15,2025-01-16 19:37:48,2025-01-16 19:46:33,2025-01-16 19:48:22,2025-01-16 19:52:30,2025-01-16 19:57:40,2025-01-16 19:57:48,526,109,248,310,1193,100,"w3hq89","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",2,2,14,5,5,2,1,5,"AT22",1,2,3,1996
"CRON3W3e01_1","1.1","06.11.2025",24977,"AT",55,2,1.1024687,1.163824,1,10,1,2,1,3,5,5,5,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,9,4,7,0,0,0,0,1,0,9,1,1,1,1,2,2,2,3,3,3,2,3,2,3,2,2,3,2,2,1,4,5,2,3,1,4,1,2,4,1,3,66,4,66,4,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,7,1,0,0,0,0,0,1,0,0,1,5,3,5,5,2,4,5,2,7,3,7,7,6,2,2,7,1,9,3,1,3,3,1,2,3,2,2,4,7,"GER",2025-01-15 16:05:34,2025-01-15 16:06:12,2025-01-15 16:11:11,2025-01-15 16:14:56,2025-01-15 16:18:51,2025-01-15 16:26:33,2025-01-15 16:26:46,300,224,236,461,1221,100,"w3hq89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",1,2,14,4,5,1,2,8,"AT34",1,1,3,1969
"CRON3W3e01_1","1.1","06.11.2025",25027,"AT",50,2,1.4890175,1.5718851,1,10,1,2,1,2,3,3,5,3,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,10,4,7,1,1,0,0,0,0,8,1,1,1,2,2,2,2,3,9,3,2,3,2,4,3,2,2,2,1,1,2,7,3,3,6,5,1,1,1,8,3,66,1,66,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,66,1,0,0,0,0,0,1,0,0,1,3,1,4,5,2,3,11,3,8,5,6,8,7,4,3,4,0,7,8,1,4,3,1,2,1,2,1,2,6,"GER",2025-01-21 21:13:24,2025-01-21 21:13:54,2025-01-21 21:16:56,2025-01-21 21:19:29,2025-01-21 21:21:51,2025-01-21 21:26:42,2025-01-21 21:26:55,183,152,142,291,768,98.039215,"w3hq89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Mobile Safari/537.36",1,2,19,7,5,1,1,9,"AT33",1,1,3,1974
"CRON3W3e01_1","1.1","06.11.2025",25085,"AT",71,2,0.09958586,0.10512806,1,10,1,4,1,4,3,2,2,3,0,5,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,10,4,8,0,0,0,0,0,1,10,2,1,2,2,3,3,3,3,3,2,2,5,3,4,3,9,4,2,2,9,4,8,3,9,1,3,1,1,5,9,3,66,9,66,9,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,66,9,0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,99,9,7,6,7,9,8,66,66,66,66,10,10,1,4,4,1,1,1,1,1,9,8,"GER",2025-01-16 15:06:40,2025-01-16 15:07:34,2025-01-16 15:13:23,2025-01-16 15:18:14,2025-01-16 15:22:28,2025-01-16 15:34:23,2025-01-16 15:34:31,348,292,254,715,1609,94.117645,"w3sq74","Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0",2,2,15,6,5,6,1,6,"AT22",1,1,3,1953
"CRON3W3e01_1","1.1","06.11.2025",25141,"AT",74,2,1.1650144,1.2298504,1,10,1,9,1,3,2,5,5,2,99,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,3,9,0,0,0,0,1,0,8,1,1,1,2,3,3,2,3,3,3,3,4,2,2,2,2,2,2,2,3,4,7,2,3,1,2,1,1,9,8,9,66,9,66,9,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,66,9,0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,99,9,5,7,8,8,7,7,7,0,0,8,0,1,2,2,1,2,1,1,1,1,10,"GER",2025-01-15 16:33:02,2025-01-15 16:33:32,2025-01-15 16:38:01,2025-01-15 16:41:24,2025-01-15 16:45:07,2025-01-15 16:50:38,2025-01-15 16:50:45,269,203,223,331,1026,98.039215,"w3sq71","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0",2,2,12,5,4,6,9,99,"AT33",1,1,3,1950
"CRON3W3e01_1","1.1","06.11.2025",25225,"AT",67,2,0.3329842,0.35151562,1,10,1,2,1,2,2,5,5,2,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,10,5,8,0,0,0,0,1,0,10,1,1,1,2,3,3,2,3,4,2,2,2,4,4,3,4,1,1,1,1,4,7,4,2,1,4,1,1,4,8,3,66,4,6,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,5,8,7,8,6,3,2,0,0,7,2,2,5,3,1,1,1,1,1,2,8,"GER",2025-01-20 15:36:17,2025-01-20 15:36:34,2025-01-20 15:40:53,2025-01-20 15:45:46,2025-01-20 15:49:39,2025-01-20 15:54:24,2025-01-20 15:54:34,259,293,233,286,1070,100,"w3sq78","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",2,2,13,6,5,1,2,9,"AT22",1,1,3,1957
"CRON3W3e01_1","1.1","06.11.2025",25259,"AT",38,2,0.2132675,0.22513638,1,10,1,1,1,3,5,5,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9,3,8,1,0,0,0,0,0,7,1,2,1,2,2,2,4,2,3,2,2,4,2,1,2,2,4,5,1,1,4,9,2,2,6,6,1,1,6,8,2,3,1,66,4,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,2,2,66,1,0,0,0,0,0,1,0,0,1,5,1,5,5,4,2,10,1,7,9,7,7,7,4,2,0,0,8,9,1,3,4,1,4,4,4,1,1,7,"GER",2025-01-17 10:06:11,2025-01-17 10:06:19,2025-01-17 10:08:58,2025-01-17 10:11:12,2025-01-17 10:13:20,2025-01-17 10:17:50,2025-01-17 10:17:57,159,133,128,270,691,100,"w3hq89","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Edg/131.0.0.0",2,1,5,7,5,1,1,5,"AT21",1,1,3,1986
"CRON3W3e01_1","1.1","06.11.2025",25726,"AT",73,2,0.44111773,0.46566707,1,10,1,1,1,1,5,5,5,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,4,8,0,0,0,0,1,0,9,1,2,1,2,4,3,3,3,2,3,2,3,3,3,3,2,2,3,2,1,4,7,2,2,1,4,1,1,5,8,1,5,4,6,6,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,7,6,4,7,6,3,6,0,0,9,7,2,4,1,1,3,1,1,1,1,7,"GER",2025-01-15 14:59:08,2025-01-15 14:59:42,2025-01-15 15:06:11,2025-01-15 15:13:46,2025-01-15 15:23:34,2025-01-15 15:37:40,2025-01-15 15:37:59,389,455,588,847,2279,100,"w3sq78","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:134.0) Gecko/20100101 Firefox/134.0",2,2,11,3,5,6,2,6,"AT22",1,1,4,1951
"CRON3W3e01_1","1.1","06.11.2025",25737,"AT",36,2,0.48322684,0.5101197,1,10,1,1,1,2,5,5,4,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,9,5,3,1,0,0,1,0,0,10,1,1,1,1,3,3,4,3,3,2,2,3,4,4,3,3,1,1,1,3,3,9,2,3,1,3,1,2,4,8,2,5,2,66,3,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,66,1,0,0,0,0,0,1,0,0,1,5,3,5,5,5,2,9,3,8,8,8,10,7,4,2,0,2,6,7,2,3,3,1,2,2,3,1,2,7,"GER",2025-01-22 20:33:42,2025-01-22 20:34:03,2025-01-22 20:37:18,2025-01-22 20:39:15,2025-01-22 20:41:30,2025-01-22 20:46:31,2025-01-22 20:46:37,195,117,135,300,748,100,"w3hq89","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36",1,2,18,7,4,1,1,10,"AT21",1,1,3,1988
"CRON3W3e01_1","1.1","06.11.2025",25770,"AT",60,2,0.30606696,0.32310036,1,10,1,1,1,2,5,5,5,1,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,10,6,10,1,0,0,0,0,0,5,1,1,1,2,1,1,1,5,5,1,1,1,4,4,3,3,1,1,1,3,2,8,1,3,4,1,1,1,4,8,3,66,1,66,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,66,1,0,0,0,0,0,1,0,0,2,2,3,2,2,3,4,10,2,5,3,5,8,6,7,7,2,1,10,10,1,2,1,1,1,1,1,1,2,8,"GER",2025-01-15 18:34:58,2025-01-15 18:35:30,2025-01-15 18:39:16,2025-01-15 18:43:32,2025-01-15 18:47:30,2025-01-15 18:53:40,2025-01-15 18:53:54,226,257,238,370,1091,100,"w3hq89","Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2 Mobile/15E148 Safari/604.1",1,1,17,5,5,1,1,7,"AT31",1,1,3,1964
"CRON3W3e01_1","1.1","06.11.2025",25791,"AT",72,2,0.65751183,0.694104,1,10,1,3,2,3,5,5,5,1,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,10,6,8,0,1,0,0,0,0,8,1,2,2,2,3,3,3,3,2,3,2,3,2,3,3,1,4,4,1,1,4,8,2,3,6,5,1,1,1,8,3,66,9,6,6,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,9,66,2,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,66,6,7,8,8,9,6,6,2,8,0,10,8,2,2,4,1,2,2,3,2,2,2,"GER",2025-01-16 11:35:33,2025-01-16 11:36:29,2025-01-16 11:41:02,2025-01-16 11:45:52,2025-01-16 11:50:53,2025-01-16 11:56:03,2025-01-16 11:56:13,272,290,301,310,1173,100,"w3sq78","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",1,2,19,7,5,6,1,9,"AT32",1,1,3,1952
